0.0000000000e+00 -1.2166030000e+00 1.7207590000e+00 
1.0000000000e+00 -1.1664500000e+00 1.8326500000e+00 
2.0000000000e+00 -1.3697430000e+00 1.8768120000e+00 
3.0000000000e+00 -1.5389120000e+00 1.7626690000e+00 
4.0000000000e+00 -1.6246400000e+00 1.6150240000e+00 
5.0000000000e+00 -1.6578710000e+00 1.4796330000e+00 
6.0000000000e+00 -1.6638240000e+00 1.3659810000e+00 
7.0000000000e+00 -1.6571720000e+00 1.2723870000e+00 
8.0000000000e+00 -1.6366440000e+00 1.1993690000e+00 
9.0000000000e+00 -1.7024930000e+00 1.1029520000e+00 
1.0000000000e+01 -1.6840770000e+00 1.0290370000e+00 
1.1000000000e+01 -1.6915490000e+00 9.3389010000e-01 
1.2000000000e+01 -1.6797150000e+00 8.0592450000e-01 
1.3000000000e+01 -1.6022170000e+00 6.8537060000e-01 
1.4000000000e+01 -1.5233280000e+00 6.3938860000e-01 
1.5000000000e+01 -1.4985160000e+00 5.8813330000e-01 
1.6000000000e+01 -1.4625900000e+00 4.9509210000e-01 
1.7000000000e+01 -1.3803060000e+00 4.0404200000e-01 
1.8000000000e+01 -1.2760730000e+00 3.5599460000e-01 
1.9000000000e+01 -1.1896450000e+00 3.4898490000e-01 
2.0000000000e+01 -1.1387050000e+00 3.5902300000e-01 
2.1000000000e+01 -1.1245420000e+00 3.6496860000e-01 
2.2000000000e+01 -1.1456080000e+00 3.4769760000e-01 
2.3000000000e+01 -1.1948510000e+00 2.7446050000e-01 
2.4000000000e+01 -1.2154080000e+00 9.3024370000e-02 
2.5000000000e+01 -1.0526290000e+00 -1.4189520000e-01 
2.6000000000e+01 -7.5524020000e-01 -1.8616030000e-01 
2.7000000000e+01 -5.5714040000e-01 -7.9306390000e-02 
2.8000000000e+01 -4.5782830000e-01 3.5367450000e-02 
2.9000000000e+01 -4.0095790000e-01 1.2753330000e-01 
3.0000000000e+01 -3.6065290000e-01 2.0337760000e-01 
3.1000000000e+01 -3.2845370000e-01 2.7074350000e-01 
3.2000000000e+01 -3.0238030000e-01 3.3476950000e-01 
3.3000000000e+01 -2.8276510000e-01 3.9859350000e-01 
3.4000000000e+01 -2.7115400000e-01 4.6427600000e-01 
3.5000000000e+01 -2.7050950000e-01 5.3380550000e-01 
3.6000000000e+01 -2.8697820000e-01 6.0896090000e-01 
3.7000000000e+01 -3.3396380000e-01 6.8913480000e-01 
3.8000000000e+01 -4.4012270000e-01 7.5953110000e-01 
3.9000000000e+01 -6.4182510000e-01 7.3724980000e-01 
4.0000000000e+01 -1.6111760000e+00 1.7815950000e+00 
4.1000000000e+01 -1.6960670000e+00 1.5499650000e+00 
4.2000000000e+01 -1.6995470000e+00 1.3593300000e+00 
4.3000000000e+01 -1.6675020000e+00 1.2156710000e+00 
4.4000000000e+01 -1.6252260000e+00 1.1091670000e+00 
4.5000000000e+01 -1.5844910000e+00 1.0283310000e+00 
4.6000000000e+01 -1.5504300000e+00 9.6373530000e-01 
4.7000000000e+01 -1.5243640000e+00 9.1169300000e-01 
4.8000000000e+01 -1.5158680000e+00 8.3894510000e-01 
4.9000000000e+01 -1.5068010000e+00 7.8760740000e-01 
5.0000000000e+01 -1.5064880000e+00 7.1121120000e-01 
5.1000000000e+01 -1.4843440000e+00 6.0748330000e-01 
5.2000000000e+01 -1.4174150000e+00 5.2899030000e-01 
5.3000000000e+01 -1.3875640000e+00 4.8496540000e-01 
5.4000000000e+01 -1.3744090000e+00 3.9133050000e-01 
5.5000000000e+01 -1.3047340000e+00 2.7011310000e-01 
5.6000000000e+01 -1.1812430000e+00 1.9184500000e-01 
5.7000000000e+01 -1.0641980000e+00 1.7698250000e-01 
5.8000000000e+01 -9.9003520000e-01 1.9344120000e-01 
5.9000000000e+01 -9.6323160000e-01 2.0917270000e-01 
6.0000000000e+01 -9.8343900000e-01 1.9640440000e-01 
6.1000000000e+01 -1.0399660000e+00 1.0050440000e-01 
6.2000000000e+01 -1.0056010000e+00 -1.5325920000e-01 
6.3000000000e+01 -6.8111240000e-01 -3.2610980000e-01 
6.4000000000e+01 -3.9907170000e-01 -2.0513460000e-01 
6.5000000000e+01 -2.8498810000e-01 -4.4617990000e-02 
6.6000000000e+01 -2.3949650000e-01 7.8471590000e-02 
