0.0000000000e+00 1.1943020000e+00 -9.4440120000e-02 
1.0000000000e+00 1.2576970000e+00 6.9066840000e-03 
2.0000000000e+00 1.2873720000e+00 1.2034040000e-01 
3.0000000000e+00 1.2742300000e+00 2.2709060000e-01 
4.0000000000e+00 1.2265810000e+00 3.0189380000e-01 
5.0000000000e+00 1.1710820000e+00 3.3281300000e-01 
6.0000000000e+00 1.1323810000e+00 3.3044690000e-01 
7.0000000000e+00 1.1184880000e+00 3.1393800000e-01 
8.0000000000e+00 1.1252760000e+00 2.9619140000e-01 
9.0000000000e+00 1.1478870000e+00 2.8392930000e-01 
1.0000000000e+01 1.1837180000e+00 2.7977780000e-01 
1.1000000000e+01 1.2285210000e+00 2.9062260000e-01 
1.2000000000e+01 1.2848850000e+00 3.2877590000e-01 
1.3000000000e+01 1.3188130000e+00 4.0969010000e-01 
1.4000000000e+01 1.2866790000e+00 5.0144030000e-01 
1.5000000000e+01 1.2061800000e+00 5.3865890000e-01 
1.6000000000e+01 1.1365640000e+00 5.1302640000e-01 
1.7000000000e+01 1.1074960000e+00 4.5203260000e-01 
1.8000000000e+01 1.1319710000e+00 3.8318380000e-01 
1.9000000000e+01 1.2121160000e+00 3.4664520000e-01 
2.0000000000e+01 1.3085870000e+00 3.8525000000e-01 
2.1000000000e+01 1.3545640000e+00 4.8764000000e-01 
2.2000000000e+01 1.3262920000e+00 5.9784910000e-01 
2.3000000000e+01 1.2405580000e+00 6.7786610000e-01 
2.4000000000e+01 1.1139340000e+00 7.0901630000e-01 
2.5000000000e+01 9.6243800000e-01 6.6500000000e-01 
2.6000000000e+01 8.4041550000e-01 5.1042790000e-01 
2.7000000000e+01 8.6152060000e-01 2.8693070000e-01 
2.8000000000e+01 1.0232310000e+00 1.7091660000e-01 
2.9000000000e+01 1.1441430000e+00 1.8552030000e-01 
3.0000000000e+01 1.1985620000e+00 2.0700770000e-01 
3.1000000000e+01 1.2408120000e+00 2.1620490000e-01 
3.2000000000e+01 1.2806640000e+00 2.2803380000e-01 
3.3000000000e+01 1.3150220000e+00 2.4495670000e-01 
3.4000000000e+01 1.3434500000e+00 2.6533620000e-01 
3.5000000000e+01 1.3672500000e+00 2.8818840000e-01 
3.6000000000e+01 1.3873660000e+00 3.1389460000e-01 
3.7000000000e+01 1.4040160000e+00 3.4313670000e-01 
3.8000000000e+01 1.4169390000e+00 3.7625180000e-01 
3.9000000000e+01 1.4257750000e+00 4.1285340000e-01 
4.0000000000e+01 1.4310120000e+00 4.5276250000e-01 
4.1000000000e+01 1.4343210000e+00 4.9658050000e-01 
4.2000000000e+01 1.4391670000e+00 5.4882320000e-01 
4.3000000000e+01 1.4487500000e+00 6.2759600000e-01 
4.4000000000e+01 1.4211230000e+00 8.0431490000e-01 
4.5000000000e+01 1.0540010000e+00 8.5101350000e-01 
4.6000000000e+01 1.0567580000e+00 6.1873390000e-01 
4.7000000000e+01 1.1084720000e+00 5.8838920000e-01 
4.8000000000e+01 1.1226680000e+00 5.9340990000e-01 
4.9000000000e+01 1.1196820000e+00 6.0356850000e-01 
5.0000000000e+01 1.1224080000e+00 2.9354420000e-01 
5.1000000000e+01 1.0174970000e+00 2.9603480000e-01 
5.2000000000e+01 9.9137600000e-01 2.4241580000e-01 
5.3000000000e+01 1.0254840000e+00 2.0868640000e-01 
5.4000000000e+01 1.0772850000e+00 2.1039350000e-01 
5.5000000000e+01 1.1233630000e+00 2.3730450000e-01 
5.6000000000e+01 1.1571460000e+00 2.7577890000e-01 
5.7000000000e+01 1.1795190000e+00 3.1774650000e-01 
5.8000000000e+01 1.1947840000e+00 3.5831260000e-01 
5.9000000000e+01 1.2055620000e+00 3.9752340000e-01 
6.0000000000e+01 1.2374420000e+00 4.4576650000e-01 
6.1000000000e+01 1.2391660000e+00 5.0678500000e-01 
6.2000000000e+01 1.2187440000e+00 5.9058610000e-01 
6.3000000000e+01 1.1376720000e+00 6.5658540000e-01 
6.4000000000e+01 1.0380650000e+00 6.4782610000e-01 
6.5000000000e+01 9.8109740000e-01 5.8629470000e-01 
6.6000000000e+01 9.7861200000e-01 5.1012340000e-01 
6.7000000000e+01 1.0364000000e+00 4.4976360000e-01 
6.8000000000e+01 1.1389290000e+00 4.5938330000e-01 
6.9000000000e+01 1.2034460000e+00 5.6240810000e-01 
7.0000000000e+01 1.1721030000e+00 6.8730820000e-01 
7.1000000000e+01 1.0693290000e+00 7.7189910000e-01 
